batch_id,calibration*mic,config,configVer,data*LAeq,data*co2,data*humidity,data*humidityRH,data*no2,dataNoise0,dataNoise1,dataNoise10,dataNoise11,dataNoise12,dataNoise13,dataNoise14,dataNoise15,dataNoise16,dataNoise17,dataNoise18,dataNoise19,dataNoise2,dataNoise20,dataNoise21,dataNoise22,dataNoise23,dataNoise24,dataNoise25,dataNoise26,dataNoise27,dataNoise28,dataNoise29,dataNoise3,dataNoise30,dataNoise31,dataNoise32,dataNoise33,dataNoise34,dataNoise35,dataNoise36,dataNoise37,dataNoise38,dataNoise39,dataNoise4,dataNoise40,dataNoise41,dataNoise42,dataNoise43,dataNoise44,dataNoise45,dataNoise46,dataNoise47,dataNoise48,dataNoise49,dataNoise5,dataNoise50,dataNoise51,dataNoise52,dataNoise53,dataNoise54,dataNoise55,dataNoise56,dataNoise57,dataNoise58,dataNoise59,dataNoise6,dataNoise60,dataNoise61,dataNoise62,dataNoise63,dataNoise64,dataNoise65,dataNoise66,dataNoise67,dataNoise68,dataNoise69,dataNoise7,dataNoise70,dataNoise71,dataNoise72,dataNoise73,dataNoise74,dataNoise75,dataNoise76,dataNoise8,dataNoise9,data*particles,data*temperature,data*temperatureTC,location,measured_time,meta*no2*gaz,meta*no2*lifetime,meta*no2*serial,meta*noise*gain,meta*noise*offset,meta*noise*sensibility,meter_code,park_code,serial,timestamp,version
180921114122,2086.0,noname,_,7217,-1.0,38660,67.73809814453101,255,0,0,2,4,4,2,2,0,0,0,3,8,0,5,6,8,4,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,21868,11.784108886719,"52.413168,-1.827236",2018-09-21 11:33:00+00:00,CNB,100.0,4063.0,20.0,3.0,2086.0,515,220,800035,1989-01-25 11:33:00,1
180921114122,,noname,_,7031,-1.0,39020,68.42474365234399,255,0,0,3,0,7,5,6,2,1,1,1,8,0,10,6,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,21900,11.869909667969,"52.413168,-1.827236",2018-09-21 11:34:00+00:00,,,,,,,515,220,800035,1989-01-25 11:34:00,1
180921114122,,noname,_,7658,-1.0,39392,69.13427734375,255,0,0,0,0,2,4,4,4,7,5,4,6,0,3,8,1,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,21924,11.934260253906,"52.413168,-1.827236",2018-09-21 11:35:00+00:00,,,,,,,515,220,800035,1989-01-25 11:35:00,1
180921114122,2086.0,noname,_,6889,-1.0,38980,68.34844970703101,255,0,0,2,2,2,3,2,4,0,4,9,7,0,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,21952,12.0093359375,"52.413168,-1.827236",2018-09-21 11:35:00+00:00,CNB,100.0,4063.0,20.0,3.0,2086.0,515,220,800035,1989-01-25 11:35:00,1
180921114122,,noname,_,6776,-1.0,38660,67.73809814453101,255,0,0,6,4,2,3,5,4,3,4,4,5,0,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,264,21972,12.062961425781,"52.413168,-1.827236",2018-09-21 11:36:00+00:00,,,,,,,515,220,800035,1989-01-25 11:36:00,1
180921114122,,noname,_,7019,-1.0,38232,66.921752929688,255,0,0,0,0,2,9,7,2,3,1,1,2,0,5,12,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,21980,12.084411621094,"52.413168,-1.827236",2018-09-21 11:37:00+00:00,,,,,,,515,220,800035,1989-01-25 11:37:00,1
180921114122,,noname,_,56087,-1.0,37776,66.052001953125,255,0,0,3,1,1,5,1,3,4,2,3,1,0,3,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2054,21980,12.084411621094,"52.413168,-1.827236",2018-09-21 10:37:18+00:00,,,,,,,515,220,800035,1989-01-25 10:37:18,1
180921114157,,noname,_,6939,-1.0,37828,66.15118408203101,255,0,0,0,4,2,11,6,5,6,2,0,3,0,5,2,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,21992,12.116586914062,"52.413168,-1.827236",2018-09-21 10:38:00+00:00,,,,,,,515,220,800035,1989-01-25 10:38:00,1
180921114727,,noname,_,7285,-1.0,38896,68.188232421875,255,0,0,0,0,0,7,9,12,3,3,6,2,0,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,21924,11.934260253906,"52.413168,-1.827236",2018-09-21 11:46:00+00:00,,,,,,,515,220,800035,1989-01-25 11:46:00,1
180921114827,,noname,_,7437,-1.0,39656,69.637817382812,255,0,0,0,0,0,0,2,2,7,3,3,6,0,8,1,4,1,4,7,3,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,21880,11.816284179688001,"52.413168,-1.827236",2018-09-21 11:47:00+00:00,,,,,,,515,220,800035,1989-01-25 11:47:00,1
180921115127,,noname,_,7790,-1.0,39544,69.424194335938,255,0,0,0,0,0,0,1,3,1,4,4,1,0,3,4,0,2,3,0,4,7,6,2,0,7,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,21844,11.719758300780999,"52.413168,-1.827236",2018-09-21 11:48:00+00:00,,,,,,,515,220,800035,1989-01-25 11:48:00,1
180921115127,,noname,_,7588,-1.0,40272,70.812744140625,255,0,0,0,0,0,1,1,4,6,5,5,3,0,6,3,5,4,0,2,2,1,1,4,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,21812,11.633957519531,"52.413168,-1.827236",2018-09-21 11:49:00+00:00,,,,,,,515,220,800035,1989-01-25 11:49:00,1
180921115127,,noname,_,6959,-1.0,40344,70.950073242188,7,0,0,1,0,1,4,2,5,3,4,3,5,0,8,4,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,244,21808,11.623232421875,"52.413168,-1.827236",2018-09-21 11:50:00+00:00,,,,,,,515,220,800035,1989-01-25 11:50:00,1
180921115532,,noname,_,7191,-1.0,40704,71.63671875,4,0,0,0,0,2,3,2,2,2,4,3,7,0,6,6,5,5,9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670,21780,11.548156738281,"52.413168,-1.827236",2018-09-21 11:51:00+00:00,,,,,,,515,220,800035,1989-01-25 11:51:00,1
180921115532,,noname,_,7027,-1.0,40924,72.05633544921899,5,0,0,0,3,9,3,3,1,0,4,10,3,0,3,5,11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,21768,11.515981445311999,"52.413168,-1.827236",2018-09-21 11:52:00+00:00,,,,,,,515,220,800035,1989-01-25 11:52:00,1
180921115532,,noname,_,6830,-1.0,41380,72.92608642578101,7,0,0,0,2,7,2,3,7,5,7,5,9,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,21768,11.515981445311999,"52.413168,-1.827236",2018-09-21 11:53:00+00:00,,,,,,,515,220,800035,1989-01-25 11:53:00,1
180921115532,,noname,_,7031,-1.0,40912,72.033447265625,4,0,0,0,3,1,1,0,2,2,2,4,9,0,14,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746,21772,11.526706542969,"52.413168,-1.827236",2018-09-21 11:54:00+00:00,,,,,,,515,220,800035,1989-01-25 11:54:00,1
180921115626,,noname,_,7074,-1.0,41216,72.61328125,4,0,0,0,0,0,3,6,9,5,1,1,5,0,9,5,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,21796,11.591057128906,"52.413168,-1.827236",2018-09-21 11:55:00+00:00,,,,,,,515,220,800035,1989-01-25 11:55:00,1
180921115726,,noname,_,6956,-1.0,41468,73.09393310546899,5,0,0,4,3,9,3,1,1,4,4,3,4,0,7,4,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636,21828,11.676857910156,"52.413168,-1.827236",2018-09-21 11:56:00+00:00,,,,,,,515,220,800035,1989-01-25 11:56:00,1
180921115827,,noname,_,7097,-1.0,41344,72.857421875,3,0,0,6,2,2,5,1,0,1,0,0,4,0,10,8,12,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,21844,11.719758300780999,"52.413168,-1.827236",2018-09-21 11:57:00+00:00,,,,,,,515,220,800035,1989-01-25 11:57:00,1
180921115925,,noname,_,7176,-1.0,40832,71.880859375,6,0,0,5,3,4,2,2,3,2,3,2,2,0,3,4,6,5,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,21868,11.784108886719,"52.413168,-1.827236",2018-09-21 11:58:00+00:00,,,,,,,515,220,800035,1989-01-25 11:58:00,1
180921120135,,noname,_,7035,-1.0,40844,71.90374755859399,5,0,0,4,5,1,2,2,2,4,4,3,4,0,10,4,7,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,21876,11.805559082031,"52.413168,-1.827236",2018-09-21 11:59:00+00:00,,,,,,,515,220,800035,1989-01-25 11:59:00,1
180921120135,,noname,_,7134,-1.0,39656,69.637817382812,3,0,0,0,0,0,0,9,5,6,2,3,1,0,2,6,11,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,21856,11.75193359375,"52.413168,-1.827236",2018-09-21 12:00:00+00:00,,,,,,,515,220,800035,1989-01-25 12:00:00,1
180921120327,,noname,_,7140,-1.0,39944,70.187133789062,4,0,0,0,0,0,0,0,0,0,0,1,13,0,15,14,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,21828,11.676857910156,"52.413168,-1.827236",2018-09-21 12:01:00+00:00,,,,,,,515,220,800035,1989-01-25 12:01:00,1
180921120327,,noname,_,7096,-1.0,40772,71.76641845703101,2,0,0,0,1,4,4,1,1,12,6,4,7,0,5,6,3,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,21812,11.633957519531,"52.413168,-1.827236",2018-09-21 12:02:00+00:00,,,,,,,515,220,800035,1989-01-25 12:02:00,1
