batch_id,calibration*mic,config,configVer,data*LAeq,data*co2,data*humidity,data*humidityRH,data*no2,dataNoise0,dataNoise1,dataNoise10,dataNoise11,dataNoise12,dataNoise13,dataNoise14,dataNoise15,dataNoise16,dataNoise17,dataNoise18,dataNoise19,dataNoise2,dataNoise20,dataNoise21,dataNoise22,dataNoise23,dataNoise24,dataNoise25,dataNoise26,dataNoise27,dataNoise28,dataNoise29,dataNoise3,dataNoise30,dataNoise31,dataNoise32,dataNoise33,dataNoise34,dataNoise35,dataNoise36,dataNoise37,dataNoise38,dataNoise39,dataNoise4,dataNoise40,dataNoise41,dataNoise42,dataNoise43,dataNoise44,dataNoise45,dataNoise46,dataNoise47,dataNoise48,dataNoise49,dataNoise5,dataNoise50,dataNoise51,dataNoise52,dataNoise53,dataNoise54,dataNoise55,dataNoise56,dataNoise57,dataNoise58,dataNoise59,dataNoise6,dataNoise60,dataNoise61,dataNoise62,dataNoise63,dataNoise64,dataNoise65,dataNoise66,dataNoise67,dataNoise68,dataNoise69,dataNoise7,dataNoise70,dataNoise71,dataNoise72,dataNoise73,dataNoise74,dataNoise75,dataNoise76,dataNoise8,dataNoise9,data*particles,data*temperature,data*temperatureTC,location,measured_time,meta*no2*gaz,meta*no2*lifetime,meta*no2*serial,meta*noise*gain,meta*noise*offset,meta*noise*sensibility,meter_code,park_code,serial,timestamp,version
180921093345,2006.0,noname,_,6500,-1.0,25336,42.324584960938,255,0,0,4,4,3,4,8,10,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,24428,18.648171386719,"52.408976,-1.825913",2018-09-21 09:11:00+00:00,CNB,87.0,3796.0,20.0,65529.0,2006.0,500,220,0,1989-01-25 09:11:00,1
180921093345,,noname,_,6725,-1.0,25192,42.049926757812,255,0,0,6,8,7,13,4,3,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,72,24476,18.776872558594,"52.408976,-1.825913",2018-09-21 09:12:00+00:00,,,,,,,500,220,0,1989-01-25 09:12:00,1
180921093345,2006.0,noname,_,7058,-1.0,25148,41.966003417969,255,0,0,3,1,1,3,7,9,2,2,4,4,0,1,2,4,2,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,504,24520,18.894848632813,"52.408976,-1.825913",2018-09-21 09:14:00+00:00,CNB,87.0,3796.0,20.0,65529.0,2006.0,500,220,800034,1989-01-25 09:14:00,1
180921093345,,noname,_,7660,-1.0,25200,42.065185546875,255,0,0,2,4,0,4,2,1,4,2,2,2,0,2,1,2,2,4,3,4,1,1,0,0,5,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,178,24520,18.894848632813,"52.408976,-1.825913",2018-09-21 09:15:00+00:00,,,,,,,500,220,800034,1989-01-25 09:15:00,1
180921093345,,noname,_,7636,-1.0,25000,41.683715820312,255,0,0,0,0,0,1,0,2,1,5,4,4,0,2,2,4,2,4,4,8,2,3,6,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24504,18.851948242187,"52.408976,-1.825913",2018-09-21 09:16:00+00:00,,,,,,,500,220,800034,1989-01-25 09:16:00,1
180921093345,,noname,_,7274,-1.0,25036,41.752380371094,255,0,0,0,0,3,1,3,2,9,2,4,3,0,6,4,4,4,5,2,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,24488,18.809047851563,"52.408976,-1.825913",2018-09-21 09:17:00+00:00,,,,,,,500,220,800034,1989-01-25 09:17:00,1
180921093345,,noname,_,65535,-1.0,25072,41.821044921875,2,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,1,1,1,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,24476,18.776872558594,"52.408976,-1.825913",2018-09-21 09:18:00+00:00,,,,,,,500,220,800034,1989-01-25 09:18:00,1
180921093345,,noname,_,65535,-1.0,24864,41.42431640625,255,0,0,0,0,0,3,1,1,0,1,0,0,0,4,2,1,2,2,1,2,0,1,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,24464,18.744697265625,"52.408976,-1.825913",2018-09-21 08:17:30+00:00,,,,,,,500,220,800034,1989-01-25 08:17:30,1
180921093345,,noname,_,7164,-1.0,24736,41.18017578125,2,0,0,3,3,2,2,6,8,5,1,4,2,0,4,3,2,2,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,175,24416,18.61599609375,"52.408976,-1.825913",2018-09-21 08:18:00+00:00,,,,,,,500,220,800034,1989-01-25 08:18:00,1
180921093345,,noname,_,6804,-1.0,25136,41.943115234375,2,0,0,9,5,5,4,7,2,4,1,5,7,0,2,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2055,24356,18.455119628906,"52.408976,-1.825913",2018-09-21 08:19:00+00:00,,,,,,,500,220,800034,1989-01-25 08:19:00,1
